"","annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at","labels","choiceCom","split","argAmount","argType","argPar1","argPar2","argPerformed","argImageName"
204,17936,13,"{""choices"":[""Clover"",""Grass""]}","2024-07-23T16:58:34.474609Z",41929,"Clover_Maxwell_264_1164_582.jpg",1.551,"2024-07-23T16:58:34.474627Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Maxwell_264_1164_582.jpg"
209,4516,9,"{""choices"":[""Clover"",""Grass""]}","2024-07-16T14:02:24.850833Z",44288,"Clover_Maxwell_288_388_388.jpg",4.429,"2024-07-16T14:02:24.850852Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_288_388_388.jpg"
211,22734,10,"{""choices"":[""Grass"",""Dung""]}","2024-08-09T17:07:15.680947Z",23823,"Bare Soil_Stev_61_582_0.jpg",6.164,"2024-08-09T17:07:15.680967Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_61_582_0.jpg"
214,17003,3,"{""choices"":[""Clover"",""Grass""]}","2024-07-23T14:48:13.393422Z",50143,"Clover_Stev_349_388_194.jpg",1.931,"2024-07-23T14:48:13.393441Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Stev_349_388_194.jpg"
215,23645,10,"{""choices"":[""Dung"",""Soil""]}","2024-08-10T18:49:31.935602Z",20443,"Bare Soil_Maxwell_28_1940_194.jpg",25.158,"2024-08-10T18:49:31.935619Z","['Dung', 'Soil']","Dung, Soil","Train",17,"None",NA,NA,TRUE,"Bare Soil_Maxwell_28_1940_194.jpg"
218,13459,12,"{""choices"":[""Clover"",""Grass""]}","2024-07-18T08:53:12.573649Z",112945,"More Clover_10_388_776.jpg",2.417,"2024-07-18T08:53:12.573668Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"More Clover_10_388_776.jpg"
225,23495,10,"{""choices"":[""Clover"",""Grass""]}","2024-08-10T13:58:53.900784Z",45314,"Clover_Maxwell_299_1746_776.jpg",2.348,"2024-08-10T13:58:53.900802Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Maxwell_299_1746_776.jpg"
227,929,1,"{""choices"":[""Clover"",""Grass""]}","2024-07-11T15:31:26.097690Z",38112,"Clover_Leon_223_776_0.jpg",2.744,"2024-07-11T15:31:26.097718Z","['Clover', 'Grass']","Clover, Grass","Train",0,"None",NA,NA,FALSE,"Clover_Leon_223_776_0.jpg"
228,21894,11,"{""choices"":[""Clover"",""Grass"",""Soil""]}","2024-08-09T14:14:17.602576Z",49492,"Clover_Maxwell_342_970_0.jpg",5.354,"2024-08-09T14:14:17.602594Z","['Clover', 'Grass', 'Soil']","Clover, Grass, Soil","Train",17,"None",NA,NA,TRUE,"Clover_Maxwell_342_970_0.jpg"
230,14977,5,"{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:47:20.078185Z",19704,"Bare Soil_Maxwell_20_582_0.jpg",1.535,"2024-07-18T16:47:20.078203Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Maxwell_20_582_0.jpg"
231,24717,11,"{""choices"":[""Grass"",""Dung""]}","2024-08-11T11:08:44.054548Z",53331,"Cow Dung_Livia_385_970_970.jpg",1.646,"2024-08-11T11:08:44.054565Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Cow Dung_Livia_385_970_970.jpg"
232,22250,9,"{""choices"":[""Grass"",""Soil""]}","2024-08-09T14:35:18.312557Z",23288,"Bare Soil_Stev_55_388_1746.jpg",16.946,"2024-08-09T14:35:18.312620Z","['Grass', 'Soil']","Grass, Soil","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_55_388_1746.jpg"
239,7718,10,"{""choices"":[""Clover"",""Grass""]}","2024-07-17T11:04:16.145194Z",42289,"Clover_Maxwell_267_776_582.jpg",2.802,"2024-07-17T11:04:16.145209Z","['Clover', 'Grass']","Clover, Grass","Val",0,"None",NA,NA,FALSE,"Clover_Maxwell_267_776_582.jpg"
240,22777,10,"{""choices"":[""Grass"",""Dung""]}","2024-08-09T17:21:23.718638Z",26227,"Bare Soil_Stev_88_970_194.jpg",4.272,"2024-08-09T17:21:23.718656Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_88_970_194.jpg"
241,11196,9,"{""choices"":[""Grass"",""Dung""]}","2024-07-17T13:57:33.254848Z",23955,"Bare Soil_Stev_63_1164_0.jpg",4.342,"2024-07-17T13:57:33.254866Z","['Grass', 'Dung']","Grass, Dung","Train",0,"None",NA,NA,FALSE,"Bare Soil_Stev_63_1164_0.jpg"
