"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
717,"4","{""choices"":[""Grass"",""Soil""]}","2024-07-11T10:32:40.363838Z",18379,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Fran_2_2419_194.jpg",5.873,"2024-07-11T10:32:40.363862Z"
756,"4","{""choices"":[""Grass"",""Soil""]}","2024-07-11T10:34:12.473978Z",18398,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Fran_2_776_388.jpg",2.444,"2024-07-11T10:34:12.474008Z"
767,"4","Grass","2024-07-11T10:35:01.038382Z",18409,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_0_1164.jpg",1.389,"2024-07-11T10:35:01.038413Z"
770,"4","Grass","2024-07-11T10:35:07.143539Z",18412,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_0_1746.jpg",1.055,"2024-07-11T10:35:07.143567Z"
774,"4","Grass","2024-07-11T10:35:16.233508Z",18416,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_0_582.jpg",1.289,"2024-07-11T10:35:16.233538Z"
777,"4","Grass","2024-07-11T10:35:27.999122Z",18419,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_1164_0.jpg",3.519,"2024-07-11T10:35:27.999154Z"
778,"4","Grass","2024-07-11T10:35:31.300450Z",18420,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_1164_1164.jpg",2.639,"2024-07-11T10:35:31.300481Z"
780,"4","Grass","2024-07-11T10:35:38.287953Z",18422,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_1164_1552.jpg",2.352,"2024-07-11T10:35:38.287984Z"
807,"1","Grass","2024-07-11T14:38:37.695540Z",18449,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_194_582.jpg",1.868,"2024-07-11T14:38:37.695570Z"
810,"1","{""choices"":[""Grass"",""Soil""]}","2024-07-11T14:38:55.751728Z",18452,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_388_0.jpg",4.221,"2024-07-11T14:38:55.751758Z"
814,"1","Grass","2024-07-11T15:18:05.444633Z",18456,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_388_1746.jpg",2.307,"2024-07-11T15:18:05.444665Z"
832,"1","{""choices"":[""Grass"",""Soil""]}","2024-07-11T15:19:17.732487Z",18474,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_776_0.jpg",1.837,"2024-07-11T15:19:17.732521Z"
834,"1","Grass","2024-07-11T15:19:21.936348Z",18476,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_776_1358.jpg",1.479,"2024-07-11T15:19:21.936377Z"
845,"1","Grass","2024-07-11T15:20:38.422943Z",18487,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_3_970_1358.jpg",2.224,"2024-07-11T15:20:38.422974Z"
13169,"5","Grass","2024-07-17T17:59:05.019830Z",18520,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_4_1312_1358.jpg",0.975,"2024-07-17T17:59:05.019853Z"
13187,"5","Grass","2024-07-17T17:59:38.232081Z",18539,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_4_194_970.jpg",0.805,"2024-07-17T17:59:38.232101Z"
13192,"5","Grass","2024-07-17T17:59:55.955820Z",18544,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_4_388_1746.jpg",1.339,"2024-07-17T17:59:55.955840Z"
13195,"5","Grass","2024-07-17T18:00:01.129102Z",18547,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_4_388_388.jpg",0.902,"2024-07-17T18:00:01.129122Z"
13202,"5","{""choices"":[""Grass"",""Dung""]}","2024-07-17T18:00:44.254704Z",18554,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_4_582_1552.jpg",20.919,"2024-07-17T18:00:44.254722Z"
13218,"5","Grass","2024-07-17T18:01:36.034490Z",18570,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_4_776_582.jpg",0.937,"2024-07-17T18:01:36.034561Z"
13230,"5","Grass","2024-07-17T18:02:14.815139Z",18582,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_4_970_776.jpg",1.569,"2024-07-17T18:02:14.815157Z"
13245,"5","Grass","2024-07-17T18:03:02.243273Z",18600,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_5_1358_0.jpg",2.543,"2024-07-17T18:03:02.243290Z"
13247,"5","Grass","2024-07-17T18:03:06.552201Z",18602,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_5_1358_1312.jpg",1.32,"2024-07-17T18:03:06.552219Z"
13252,"5","Grass","2024-07-17T18:03:19.829766Z",18607,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_5_1358_970.jpg",1.043,"2024-07-17T18:03:19.829784Z"
13266,"5","Grass","2024-07-17T18:03:49.192219Z",18621,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_5_1746_582.jpg",0.976,"2024-07-17T18:03:49.192236Z"
13281,"5","Grass","2024-07-17T18:04:25.423140Z",18636,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_5_194_388.jpg",1.663,"2024-07-17T18:04:25.423157Z"
13306,"5","{""choices"":[""Grass"",""Dung"",""Soil""]}","2024-07-17T18:05:37.526947Z",18662,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_5_776_776.jpg",5.467,"2024-07-17T18:05:47.257390Z"
13311,"5","Grass","2024-07-17T18:06:06.119483Z",18667,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Livia_5_970_194.jpg",1.03,"2024-07-17T18:06:06.119504Z"
13364,"5","Soil","2024-07-17T18:08:59.137036Z",18721,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_10_1948_1164.jpg",1.139,"2024-07-17T18:08:59.137054Z"
13383,"5","Soil","2024-07-17T18:09:48.515690Z",18742,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_10_388_776.jpg",1.081,"2024-07-17T18:09:48.515708Z"
13384,"5","Soil","2024-07-17T18:09:50.447082Z",18743,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_10_388_970.jpg",0.916,"2024-07-17T18:09:50.447100Z"
13390,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-17T18:12:01.058703Z",18751,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_10_582_970.jpg",105.762,"2024-07-17T18:12:01.058722Z"
13391,"5","Soil","2024-07-17T18:12:04.214241Z",18752,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_10_776_0.jpg",2.067,"2024-07-17T18:12:04.214260Z"
13394,"5","Soil","2024-07-17T18:12:11.614500Z",18755,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_10_776_194.jpg",1.09,"2024-07-17T18:12:11.614518Z"
13408,"5","Soil","2024-07-17T18:12:47.507582Z",18769,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_11_0_1164.jpg",1.301,"2024-07-17T18:12:47.507600Z"
13410,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-17T18:12:52.349687Z",18772,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_11_0_388.jpg",1.417,"2024-07-17T18:12:52.349704Z"
13787,"5","Soil","2024-07-18T10:47:23.443255Z",18792,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_11_1552_0.jpg",3.328,"2024-07-18T10:47:23.443273Z"
13788,"5","{""choices"":[""Soil"",""Artifact""]}","2024-07-18T10:47:28.854903Z",18793,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_11_1552_1164.jpg",4.055,"2024-07-18T10:47:28.854924Z"
13798,"5","Soil","2024-07-18T10:48:06.144768Z",18803,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_11_1746_194.jpg",2.64,"2024-07-18T10:48:06.144801Z"
13824,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T10:50:15.257147Z",18832,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_11_388_0.jpg",3.747,"2024-07-18T10:50:15.257165Z"
13863,"5","Soil","2024-07-18T10:59:56.552546Z",18871,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_12_0_970.jpg",1.797,"2024-07-18T10:59:56.552565Z"
13883,"5","Soil","2024-07-18T11:01:19.023780Z",18894,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_12_1552_776.jpg",2.436,"2024-07-18T11:01:19.023824Z"
13903,"5","Soil","2024-07-18T11:03:02.876538Z",18914,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_12_1948_1224.jpg",1.914,"2024-07-18T11:03:02.876555Z"
13909,"5","Soil","2024-07-18T11:35:47.566929Z",18920,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_12_194_0.jpg",1.453,"2024-07-18T11:35:47.566947Z"
13916,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T11:36:07.485857Z",18928,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_12_388_0.jpg",2.738,"2024-07-18T11:36:07.485878Z"
13927,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T11:36:38.934719Z",18942,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_12_582_776.jpg",2.188,"2024-07-18T11:36:38.934737Z"
13931,"5","Soil","2024-07-18T11:36:50.991604Z",18946,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_12_776_1224.jpg",1.632,"2024-07-18T11:36:50.991623Z"
14032,"5","Soil","2024-07-18T13:17:40.992974Z",19053,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_13_970_582.jpg",1.243,"2024-07-18T13:17:40.992994Z"
14035,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T13:17:49.643181Z",19056,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_14_0_0.jpg",1.634,"2024-07-18T13:17:49.643199Z"
14039,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T13:18:00.831159Z",19060,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_14_0_388.jpg",1.473,"2024-07-18T13:18:00.831177Z"
14050,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T13:18:32.713919Z",19072,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_14_1358_0.jpg",1.287,"2024-07-18T13:18:32.713971Z"
14051,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T13:18:35.277360Z",19073,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_14_1358_1164.jpg",1.29,"2024-07-18T13:18:35.277377Z"
14086,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T13:43:21.881845Z",19108,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_14_1948_388.jpg",4.58,"2024-07-18T13:43:21.881863Z"
14097,"5","Soil","2024-07-18T14:16:20.973456Z",19119,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_14_194_970.jpg",2.357,"2024-07-18T14:16:20.973502Z"
14105,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T14:16:46.240734Z",19129,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_14_582_1164.jpg",1.395,"2024-07-18T14:16:46.240753Z"
14144,"5","Grass","2024-07-18T14:18:57.623170Z",19170,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_1358_1224.jpg",1.265,"2024-07-18T14:18:57.623188Z"
14159,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T14:20:21.157563Z",19186,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_1746_1224.jpg",1.899,"2024-07-18T14:20:21.157704Z"
14161,"5","Grass","2024-07-18T14:20:33.682181Z",19188,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_1746_388.jpg",1.863,"2024-07-18T14:20:33.682199Z"
14180,"5","Grass","2024-07-18T14:22:01.728907Z",19208,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_194_0.jpg",3.231,"2024-07-18T14:22:01.728929Z"
14189,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T14:22:46.229425Z",19217,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_388_1164.jpg",1.948,"2024-07-18T14:22:46.229443Z"
14194,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T14:23:00.709455Z",19222,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_388_776.jpg",1.58,"2024-07-18T14:23:00.709474Z"
14196,"5","Grass","2024-07-18T14:23:10.680865Z",19224,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_582_0.jpg",3.037,"2024-07-18T14:23:10.680883Z"
14197,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T14:23:15.727858Z",19225,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_582_1164.jpg",3.98,"2024-07-18T14:23:15.727876Z"
14558,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:22:01.602267Z",19246,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_15_970_776.jpg",3.073,"2024-07-18T16:22:01.602286Z"
14566,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:22:42.697187Z",19254,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_16_0_776.jpg",2.592,"2024-07-18T16:22:42.697205Z"
14586,"5","Grass","2024-07-18T16:24:08.654134Z",19278,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_16_1552_776.jpg",1.857,"2024-07-18T16:24:08.654152Z"
14603,"5","Grass","2024-07-18T16:25:13.670502Z",19297,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_16_1948_1164.jpg",3.643,"2024-07-18T16:25:13.670520Z"
14608,"5","Grass","2024-07-18T16:25:33.372190Z",19303,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_16_1948_970.jpg",1.372,"2024-07-18T16:25:33.372209Z"
14627,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:26:40.213460Z",19324,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_16_582_388.jpg",2.12,"2024-07-18T16:26:40.213478Z"
14634,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:27:03.730083Z",19331,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_16_776_194.jpg",2.169,"2024-07-18T16:27:03.730101Z"
14645,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:27:42.794763Z",19343,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_16_970_970.jpg",2.092,"2024-07-18T16:27:42.794781Z"
14677,"5","Grass","2024-07-18T16:29:34.433956Z",19377,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_17_1746_1164.jpg",1.201,"2024-07-18T16:29:34.433974Z"
14681,"5","Grass","2024-07-18T16:29:44.143678Z",19381,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_17_1746_582.jpg",0.928,"2024-07-18T16:29:44.143696Z"
14688,"5","Grass","2024-07-18T16:30:00.637251Z",19389,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_17_1940_582.jpg",0.985,"2024-07-18T16:30:00.637270Z"
14691,"5","Grass","2024-07-18T16:30:08.795336Z",19392,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_17_1948_0.jpg",0.983,"2024-07-18T16:30:08.795356Z"
14699,"5","Grass","2024-07-18T16:30:31.454600Z",19403,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_17_194_194.jpg",0.979,"2024-07-18T16:30:31.454617Z"
14716,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:33:00.230035Z",19421,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_17_582_582.jpg",5.953,"2024-07-18T16:33:00.230053Z"
14730,"5","Grass","2024-07-18T16:33:47.390035Z",19439,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_17_970_970.jpg",1.214,"2024-07-18T16:33:47.390053Z"
14744,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:34:37.040470Z",19454,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_18_1164_776.jpg",3.058,"2024-07-18T16:34:37.040490Z"
14752,"5","{""choices"":[""Grass"",""Dung"",""Soil""]}","2024-07-18T16:35:06.724950Z",19463,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_18_1358_970.jpg",3.419,"2024-07-18T16:35:06.724968Z"
14771,"5","Grass","2024-07-18T16:36:24.185042Z",19483,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_18_1940_194.jpg",0.95,"2024-07-18T16:36:24.185064Z"
14772,"5","Grass","2024-07-18T16:36:26.770383Z",19484,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_18_1940_388.jpg",1.17,"2024-07-18T16:36:26.770402Z"
14793,"5","Grass","2024-07-18T16:37:11.172427Z",19506,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_18_388_1224.jpg",1.052,"2024-07-18T16:37:11.172445Z"
14798,"5","{""choices"":[""Grass"",""Artifact""]}","2024-07-18T16:37:26.983772Z",19513,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_18_582_1164.jpg",3.451,"2024-07-18T16:37:26.983852Z"
14806,"5","{""choices"":[""Grass"",""Artifact""]}","2024-07-18T16:37:54.258688Z",19521,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_18_776_1164.jpg",2.654,"2024-07-18T16:37:54.258706Z"
14822,"5","Grass","2024-07-18T16:39:21.624921Z",19538,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_0_1224.jpg",1.214,"2024-07-18T16:39:21.624940Z"
14826,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:39:32.833017Z",19542,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_0_776.jpg",2.817,"2024-07-18T16:39:32.833037Z"
14850,"5","{""choices"":[""Grass"",""Sheep Dung""]}","2024-07-18T16:40:50.058426Z",19566,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_1552_776.jpg",3.635,"2024-07-18T16:40:50.058447Z"
14859,"5","Grass","2024-07-18T16:41:11.844020Z",19577,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_1940_1164.jpg",0.948,"2024-07-18T16:41:11.844038Z"
14863,"5","Grass","2024-07-18T16:41:19.714898Z",19582,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_1940_776.jpg",0.933,"2024-07-18T16:41:19.714916Z"
14872,"5","Grass","2024-07-18T16:41:40.222267Z",19592,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_194_0.jpg",1.017,"2024-07-18T16:41:40.222285Z"
14877,"5","Grass","2024-07-18T16:41:56.838870Z",19597,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_194_582.jpg",1.362,"2024-07-18T16:41:56.838887Z"
14882,"5","Grass","2024-07-18T16:42:08.420084Z",19602,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_388_1224.jpg",0.917,"2024-07-18T16:42:08.420101Z"
14888,"5","Grass","2024-07-18T16:42:29.721395Z",19608,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_582_0.jpg",2.295,"2024-07-18T16:42:29.721413Z"
14905,"5","{""choices"":[""Grass"",""Artifact""]}","2024-07-18T16:43:21.213171Z",19626,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_19_970_1224.jpg",1.622,"2024-07-18T16:43:21.213189Z"
14918,"5","{""choices"":[""Grass"",""Artifact""]}","2024-07-18T16:44:14.211499Z",19642,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_20_1164_1224.jpg",1.96,"2024-07-18T16:44:14.211518Z"
14923,"5","Grass","2024-07-18T16:44:28.935705Z",19647,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_20_1164_970.jpg",1.975,"2024-07-18T16:44:28.935722Z"
14928,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:44:45.318423Z",19652,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_20_1358_388.jpg",1.979,"2024-07-18T16:44:45.318440Z"
14943,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:45:34.916069Z",19667,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_20_1746_194.jpg",1.8,"2024-07-18T16:45:34.916089Z"
14947,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:45:51.463507Z",19672,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_20_1940_0.jpg",2.585,"2024-07-18T16:45:51.463526Z"
14954,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:46:10.438881Z",19679,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_20_1940_970.jpg",2.163,"2024-07-18T16:46:10.438899Z"
15033,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:51:08.454085Z",19762,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_21_1746_1224.jpg",1.379,"2024-07-18T16:51:08.454102Z"
15034,"5","Soil","2024-07-18T16:51:11.511416Z",19763,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_21_1746_194.jpg",1.72,"2024-07-18T16:51:11.511433Z"
15060,"5","{""choices"":[""Sheep Dung"",""Soil""]}","2024-07-18T16:53:29.327962Z",19789,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_21_194_582.jpg",3.208,"2024-07-18T16:53:29.327981Z"
15131,"5","Grass","2024-07-18T16:57:55.270232Z",19862,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_22_1746_776.jpg",1.934,"2024-07-18T16:57:55.270250Z"
15133,"5","Grass","2024-07-18T16:57:59.770174Z",19864,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_22_1940_0.jpg",1.054,"2024-07-18T16:57:59.770192Z"
15136,"5","Grass","2024-07-18T16:58:06.519583Z",19867,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_22_1940_194.jpg",0.989,"2024-07-18T16:58:06.519601Z"
15139,"5","Grass","2024-07-18T16:58:13.608396Z",19870,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_22_1940_776.jpg",1.657,"2024-07-18T16:58:13.608414Z"
15145,"5","Grass","2024-07-18T16:58:28.293125Z",19876,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_22_1948_388.jpg",1.598,"2024-07-18T16:58:28.293145Z"
15152,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T16:59:02.941263Z",19883,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_22_194_194.jpg",2.304,"2024-07-18T16:59:02.941283Z"
15233,"5","{""choices"":[""Grass"",""Dung""]}","2024-07-18T17:23:42.682444Z",19965,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_23_1940_582.jpg",4.91,"2024-07-18T17:23:42.682531Z"
15236,"5","{""choices"":[""Grass"",""Soil""]}","2024-07-18T17:23:53.801357Z",19968,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_23_1948_0.jpg",5.116,"2024-07-18T17:23:53.801375Z"
11351,"9","Grass","2024-07-17T14:02:19.075232Z",19971,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_23_1948_194.jpg",3.47,"2024-07-17T14:02:19.075253Z"
15244,"5","Soil","2024-07-18T17:24:21.660459Z",19977,"/data/local-files/?d=content/content/flat_split/Bare%20Soil_Maxwell_23_194_1164.jpg",1.541,"2024-07-18T17:24:21.660505Z"
