,annotation_id,annotator,choice,created_at,id,image,lead_time,updated_at,labels,subset
36,11428,11,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T14:05:08.155967Z,113978,More Clover_2_1312_582.jpg,5.698,2024-07-17T14:05:08.155985Z,"['Clover', 'Grass']",Val
37,10859,11,Clover,2024-07-17T13:49:42.724190Z,114188,More Clover_4_582_776.jpg,1.486,2024-07-17T13:49:42.724209Z,['Clover'],Train
38,15782,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T16:13:22.010757Z,51306,Cow Dung_Fran_362_776_388.jpg,1.09,2024-07-22T16:13:22.010775Z,"['Grass', 'Dung']",Train
39,12803,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T17:19:48.070997Z,113155,More Clover_12_970_970.jpg,1.11,2024-07-17T17:19:48.071016Z,"['Clover', 'Grass']",Train
40,8673,9,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T12:34:34.946625Z,114388,More Clover_7_0_0.jpg,2.694,2024-07-17T12:34:34.946643Z,"['Clover', 'Grass']",Train
41,12565,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T16:37:37.305952Z,113404,More Clover_15_776_194.jpg,1.406,2024-07-17T16:37:37.305970Z,"['Clover', 'Grass']",Train
42,19470,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:34:53.240088Z,52528,Cow Dung_Livia_376_776_970.jpg,1.259,2024-07-26T17:34:53.240107Z,"['Grass', 'Dung']",Train
43,16829,3,"{""choices"":[""Clover"",""Grass""]}",2024-07-23T10:54:45.237527Z,49955,Clover_Stev_347_388_970.jpg,1.335,2024-07-23T10:54:45.237546Z,"['Clover', 'Grass']",Train
44,11775,12,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T15:15:12.742194Z,43337,Clover_Maxwell_278_582_582.jpg,2.804,2024-07-17T15:15:12.742214Z,"['Clover', 'Grass']",Val
45,18841,3,"{""choices"":[""Grass"",""Dung""]}",2024-07-25T16:38:56.000074Z,42255,Clover_Maxwell_267_1948_194.jpg,3.623,2024-07-25T16:38:56.000092Z,"['Grass', 'Dung']",Train
46,13945,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T11:37:31.103449Z,18961,Bare Soil_Maxwell_13_0_1164.jpg,1.567,2024-07-18T11:37:31.103467Z,"['Grass', 'Soil']",Train
47,13890,5,Soil,2024-07-18T11:01:56.712444Z,18901,Bare Soil_Maxwell_12_1746_582.jpg,4.554,2024-07-18T11:01:56.712521Z,['Soil'],Val
48,7869,10,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T11:07:14.804158Z,50957,Clover_Stev_358_582_970.jpg,5.176,2024-07-17T11:07:14.804175Z,"['Clover', 'Grass']",Val
49,13125,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T17:54:05.494762Z,112830,More Clover_0_1312_1746.jpg,3.382,2024-07-17T17:54:05.494780Z,"['Clover', 'Grass']",Train
50,18998,3,"{""choices"":[""Grass"",""Soil""]}",2024-07-25T16:50:12.954377Z,20186,Bare Soil_Maxwell_25_582_1224.jpg,2.217,2024-07-25T16:50:12.954395Z,"['Grass', 'Soil']",Val
51,16981,3,"{""choices"":[""Clover"",""Grass""]}",2024-07-23T14:46:59.410038Z,50120,Clover_Stev_349_1940_388.jpg,5.08,2024-07-23T14:46:59.410058Z,"['Clover', 'Grass']",Train
52,19612,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:43:19.510134Z,52679,Cow Dung_Livia_378_388_388.jpg,1.18,2024-07-26T17:43:19.510153Z,"['Grass', 'Dung']",Train
53,2834,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-15T17:27:33.084542Z,39476,Clover_Maxwell_238_194_0.jpg,3.172,2024-07-15T17:27:33.084560Z,"['Grass', 'Dung']",Train
54,11367,11,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T14:03:15.485843Z,114010,More Clover_2_582_388.jpg,2.639,2024-07-17T14:03:15.485863Z,"['Clover', 'Grass']",Train
55,15710,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T15:17:38.446354Z,51227,Cow Dung_Fran_361_970_194.jpg,1.419,2024-07-22T15:17:38.446373Z,"['Grass', 'Dung']",Train
56,8921,13,Clover,2024-07-17T12:40:18.466095Z,112879,More Clover_0_776_776.jpg,6.229,2024-07-17T12:40:18.466113Z,['Clover'],Train
57,6014,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T17:57:51.214266Z,40797,Clover_Maxwell_252_1746_1164.jpg,3.477,2024-07-16T17:57:51.214285Z,"['Grass', 'Dung']",Train
58,14070,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T13:19:36.802629Z,19092,Bare Soil_Maxwell_14_1746_388.jpg,1.309,2024-07-18T13:19:36.802646Z,"['Grass', 'Soil']",Val
59,16234,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:03:59.877406Z,51800,Cow Dung_Livia_368_388_582.jpg,1.668,2024-07-22T17:03:59.877425Z,"['Grass', 'Dung']",Train
60,4004,10,Clover,2024-07-16T12:11:44.072028Z,87251,OV3XXX_2_0_194.jpg,3.172,2024-07-16T12:11:44.072046Z,['Clover'],Val
61,14813,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:38:26.554870Z,19529,Bare Soil_Maxwell_18_970_1164.jpg,3.599,2024-07-18T16:38:26.554888Z,"['Grass', 'Soil']",Train
62,14762,5,"{""choices"":[""Grass"",""Dung"",""Soil""]}",2024-07-18T16:36:00.051761Z,19474,Bare Soil_Maxwell_18_1746_1224.jpg,5.001,2024-07-18T16:36:00.051781Z,"['Grass', 'Dung', 'Soil']",Train
63,15074,5,Soil,2024-07-18T16:54:18.742744Z,19803,Bare Soil_Maxwell_21_582_194.jpg,4.89,2024-07-18T16:54:18.742764Z,['Soil'],Train
64,400,4,Soil,2024-07-11T10:16:13.529371Z,18237,Bare Soil_Fran_0_970_582.jpg,3.577,2024-07-11T10:16:13.529403Z,['Soil'],Val
65,4043,10,Clover,2024-07-16T12:17:29.066934Z,87212,OV3XXX_1_194_388.jpg,28.033,2024-07-16T12:17:29.066954Z,['Clover'],Train
66,10613,11,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T13:43:37.129561Z,114276,More Clover_5_582_776.jpg,11.818,2024-07-17T13:43:37.129579Z,"['Clover', 'Grass']",Train
67,1052,3,"{""choices"":[""Grass"",""Soil""]}",2024-07-12T09:30:50.045276Z,20524,Bare Soil_Maxwell_29_1552_388.jpg,2.853,2024-07-12T09:30:50.045308Z,"['Grass', 'Soil']",Train
68,15165,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:59:56.538824Z,19896,Bare Soil_Maxwell_22_582_0.jpg,1.384,2024-07-18T16:59:56.538843Z,"['Grass', 'Soil']",Val
69,14121,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T14:17:45.130023Z,19146,Bare Soil_Maxwell_14_970_1224.jpg,1.735,2024-07-18T14:17:45.130047Z,"['Grass', 'Soil']",Train
70,10846,9,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T13:49:27.825173Z,96039,Sheep Wool_Leon_866_1358_194.jpg,5.605,2024-07-17T13:49:27.825191Z,"['Grass', 'Dung']",Train
71,12343,12,Soil,2024-07-17T15:47:03.888574Z,18816,Bare Soil_Maxwell_11_1948_0.jpg,2.817,2024-07-17T15:47:03.888594Z,['Soil'],Train
72,18158,10,"{""choices"":[""Grass"",""Soil""]}",2024-07-24T20:04:30.774298Z,20123,Bare Soil_Maxwell_25_1164_194.jpg,5.609,2024-07-24T20:04:30.774318Z,"['Grass', 'Soil']",Train
73,16401,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:18:27.191307Z,51975,Cow Dung_Livia_370_388_388.jpg,1.225,2024-07-22T17:18:27.191326Z,"['Grass', 'Dung']",Train
74,14167,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T14:20:55.829586Z,19194,Bare Soil_Maxwell_15_1940_1224.jpg,2.064,2024-07-18T14:20:55.829603Z,"['Grass', 'Soil']",Train
75,10498,11,Clover,2024-07-17T13:40:50.910038Z,114333,More Clover_6_194_0.jpg,0.824,2024-07-17T13:40:50.910058Z,['Clover'],Train
76,3171,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}",2024-07-15T19:56:04.979528Z,39816,Clover_Maxwell_242_1164_388.jpg,8.171,2024-07-15T19:56:04.979547Z,"['Clover', 'Grass', 'Dung']",Train
77,14251,13,"{""choices"":[""Grass"",""Dung""]}",2024-07-18T15:09:26.736600Z,107274,Unclassified_Maxwell_1034_1746_776.jpg,9.221,2024-07-18T15:09:26.736617Z,"['Grass', 'Dung']",Train
78,4080,10,Clover,2024-07-16T12:20:45.464179Z,87175,OV3XXX_1_1164_970.jpg,3.882,2024-07-16T12:20:45.464288Z,['Clover'],Train
79,13966,5,Soil,2024-07-18T13:14:18.724251Z,18982,Bare Soil_Maxwell_13_1358_776.jpg,1.121,2024-07-18T13:14:18.724268Z,['Soil'],Train
80,12524,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T16:34:16.638459Z,113446,More Clover_16_1312_1746.jpg,1.431,2024-07-17T16:34:16.638478Z,"['Clover', 'Grass']",Train
81,2285,2,"{""choices"":[""Grass"",""Dung""]}",2024-07-14T13:03:41.184817Z,51061,Cow Dung_Fran_359_970_582.jpg,1.509,2024-07-14T13:03:41.184843Z,"['Grass', 'Dung']",Train
82,3613,9,"{""choices"":[""Grass"",""Soil""]}",2024-07-16T10:48:40.191595Z,23497,Bare Soil_Stev_57_970_1746.jpg,37.07,2024-07-16T10:48:40.191613Z,"['Grass', 'Soil']",Train
83,13522,12,Clover,2024-07-18T08:58:30.229596Z,87307,OV3XXX_2_388_194.jpg,2.119,2024-07-18T08:58:30.229614Z,['Clover'],Train
84,7347,10,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T10:38:27.106671Z,57533,Cow Dung_Stev_432_194_0.jpg,1.769,2024-07-17T10:38:27.106689Z,"['Grass', 'Dung']",Train
85,8233,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T12:07:11.675546Z,114648,More Clover_9_970_388.jpg,1.076,2024-07-17T12:07:11.675564Z,"['Clover', 'Grass']",Train
86,9713,13,Clover,2024-07-17T12:59:11.766486Z,114024,More Clover_2_776_970.jpg,3.628,2024-07-17T12:59:11.766511Z,['Clover'],Train
87,13589,12,Dung,2024-07-18T09:03:46.445412Z,57593,Cow Dung_Stev_433_0_1824.jpg,2.193,2024-07-18T09:03:46.445432Z,['Dung'],Train
88,14805,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:37:50.628928Z,19520,Bare Soil_Maxwell_18_776_0.jpg,1.903,2024-07-18T16:37:50.628946Z,"['Grass', 'Soil']",Val
89,13894,5,Soil,2024-07-18T11:02:17.617855Z,18905,Bare Soil_Maxwell_12_1940_1164.jpg,3.789,2024-07-18T11:02:17.617874Z,['Soil'],Train
90,18651,13,Soil,2024-07-25T14:39:44.070250Z,23786,Bare Soil_Stev_61_1164_388.jpg,3.134,2024-07-25T14:39:44.070267Z,['Soil'],Val
91,19052,3,"{""choices"":[""Grass"",""Soil""]}",2024-07-25T16:53:36.622468Z,20242,Bare Soil_Maxwell_26_1746_1224.jpg,2.369,2024-07-25T16:53:36.622487Z,"['Grass', 'Soil']",Train
92,379,4,"{""choices"":[""Grass"",""Soil""]}",2024-07-11T10:15:14.213525Z,18227,Bare Soil_Fran_0_582_965.jpg,4.809,2024-07-11T10:15:14.213555Z,"['Grass', 'Soil']",Train
93,10106,13,Soil,2024-07-17T13:15:36.464225Z,18730,Bare Soil_Maxwell_10_194_1224.jpg,2.676,2024-07-17T13:15:36.464244Z,['Soil'],Train
94,6939,11,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T08:41:24.644496Z,87862,Sheep Dung_Fran_772_1164_776.jpg,3.931,2024-07-17T08:41:24.644515Z,"['Grass', 'Dung']",Val
95,14147,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T14:19:09.025740Z,19174,Bare Soil_Maxwell_15_1358_776.jpg,6.68,2024-07-18T14:19:24.479762Z,"['Grass', 'Soil']",Train
96,6375,11,Soil,2024-07-16T19:27:26.452892Z,25315,Bare Soil_Stev_78_388_388.jpg,11.777,2024-07-16T19:27:31.975363Z,['Soil'],Train
97,5627,3,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T17:04:30.300619Z,40493,Clover_Maxwell_249_1358_1164.jpg,10.556,2024-07-16T17:04:30.300638Z,"['Grass', 'Dung']",Train
98,9494,9,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T12:54:17.904557Z,20109,Bare Soil_Maxwell_24_970_582.jpg,6.84,2024-07-17T12:54:17.904574Z,"['Grass', 'Soil']",Train
99,15203,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T17:21:50.675601Z,19934,Bare Soil_Maxwell_23_1164_776.jpg,1.615,2024-07-18T17:21:50.675621Z,"['Grass', 'Soil']",Train
100,10793,11,Clover,2024-07-17T13:48:10.517971Z,114211,More Clover_4_970_970.jpg,2.281,2024-07-17T13:48:10.517987Z,['Clover'],Train
101,8606,4,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T12:32:45.124898Z,41458,Clover_Maxwell_259_1358_776.jpg,8.986,2024-07-17T12:32:45.124917Z,"['Grass', 'Soil']",Train
102,8308,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T12:14:47.532065Z,114573,More Clover_9_0_776.jpg,2.134,2024-07-17T12:14:47.532085Z,"['Clover', 'Grass']",Train
103,14638,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:27:16.325911Z,19335,Bare Soil_Maxwell_16_776_970.jpg,4.274,2024-07-18T16:27:16.325929Z,"['Grass', 'Soil']",Train
104,14626,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:26:36.881451Z,19323,Bare Soil_Maxwell_16_582_194.jpg,6.723,2024-07-18T16:26:36.881468Z,"['Grass', 'Soil']",Train
105,16524,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:28:04.348114Z,52102,Cow Dung_Livia_372_0_1358.jpg,2.353,2024-07-22T17:28:08.347264Z,"['Grass', 'Dung']",Val
106,6486,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T19:33:50.776319Z,41137,Clover_Maxwell_255_776_582.jpg,2.541,2024-07-16T19:33:50.776396Z,"['Clover', 'Grass']",Train
107,4057,10,Clover,2024-07-16T12:18:32.477255Z,87198,OV3XXX_1_1746_776.jpg,3.321,2024-07-16T12:18:32.477273Z,['Clover'],Train
108,13984,5,Soil,2024-07-18T13:15:02.581478Z,19000,Bare Soil_Maxwell_13_1940_0.jpg,1.107,2024-07-18T13:15:02.581496Z,['Soil'],Train
109,13898,5,Soil,2024-07-18T11:02:36.762245Z,18909,Bare Soil_Maxwell_12_1940_582.jpg,2.944,2024-07-18T11:02:36.762263Z,['Soil'],Val
110,19223,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:13:08.327643Z,52264,Cow Dung_Livia_373_776_970.jpg,1.607,2024-07-26T17:13:08.327661Z,"['Grass', 'Dung']",Train
111,14077,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T13:20:45.877768Z,19099,Bare Soil_Maxwell_14_1940_194.jpg,1.551,2024-07-18T13:20:45.877804Z,"['Grass', 'Soil']",Train
112,13342,5,Soil,2024-07-17T18:08:06.331427Z,18699,Bare Soil_Maxwell_10_1552_194.jpg,2.363,2024-07-17T18:08:06.331445Z,['Soil'],Train
113,2418,5,"{""choices"":[""Clover"",""Grass"",""Dung""]}",2024-07-15T14:23:18.621591Z,39058,Clover_Maxwell_234_1358_776.jpg,3.471,2024-07-15T14:23:18.621609Z,"['Clover', 'Grass', 'Dung']",Train
114,2360,4,"{""choices"":[""Clover"",""Grass""]}",2024-07-15T12:19:36.808590Z,38282,Clover_Leon_225_582_0.jpg,1.614,2024-07-15T12:19:36.808607Z,"['Clover', 'Grass']",Train
115,19632,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:44:29.170619Z,52701,Cow Dung_Livia_378_776_388.jpg,1.626,2024-07-26T17:44:29.170638Z,"['Grass', 'Dung']",Train
116,641,4,"{""choices"":[""Grass"",""Soil""]}",2024-07-11T10:30:05.012844Z,18340,Bare Soil_Fran_2_1358_776.jpg,4.939,2024-07-11T10:30:05.012874Z,"['Grass', 'Soil']",Train
117,11801,12,"{""choices"":[""Grass"",""Dung""]}",2024-07-17T15:16:15.279435Z,53111,Cow Dung_Livia_383_194_970.jpg,3.839,2024-07-17T15:16:15.279453Z,"['Grass', 'Dung']",Train
118,1563,2,"{""choices"":[""Grass"",""Dung""]}",2024-07-13T15:31:29.621931Z,50999,Cow Dung_Fran_359_1552_194.jpg,2.426,2024-07-13T15:31:29.621951Z,"['Grass', 'Dung']",Train
119,16177,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-22T17:01:43.150226Z,51738,Cow Dung_Livia_367_970_1164.jpg,1.407,2024-07-22T17:01:43.150245Z,"['Grass', 'Dung']",Val
120,1747,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-13T16:26:19.881494Z,38520,Clover_Livia_228_1585_0.jpg,6.415,2024-07-13T16:26:19.881512Z,"['Clover', 'Grass']",Train
121,13831,5,Soil,2024-07-18T10:50:46.962685Z,18839,Bare Soil_Maxwell_11_388_970.jpg,2.628,2024-07-18T10:50:46.962703Z,['Soil'],Train
122,10871,11,Clover,2024-07-17T13:49:59.221323Z,114184,More Clover_4_582_1824.jpg,2.9,2024-07-17T13:49:59.221342Z,['Clover'],Train
123,12526,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T16:34:34.586717Z,113444,More Clover_16_1312_1358.jpg,1.499,2024-07-17T16:34:34.586735Z,"['Clover', 'Grass']",Train
124,12843,5,"{""choices"":[""Clover"",""Grass""]}",2024-07-17T17:22:37.829398Z,113112,More Clover_12_388_0.jpg,2.907,2024-07-17T17:22:37.829422Z,"['Clover', 'Grass']",Train
125,14622,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T16:26:18.920509Z,19318,Bare Soil_Maxwell_16_388_776.jpg,1.417,2024-07-18T16:26:18.920527Z,"['Grass', 'Soil']",Train
126,12114,12,"{""choices"":[""Grass"",""Soil""]}",2024-07-17T15:34:52.171492Z,20639,Bare Soil_Maxwell_30_1940_970.jpg,5.293,2024-07-17T15:34:52.171511Z,"['Grass', 'Soil']",Val
127,19426,1,"{""choices"":[""Grass"",""Dung""]}",2024-07-26T17:30:53.679037Z,52482,Cow Dung_Livia_376_1312_582.jpg,1.582,2024-07-26T17:30:53.679055Z,"['Grass', 'Dung']",Train
128,14062,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T13:19:12.767815Z,19084,Bare Soil_Maxwell_14_1552_388.jpg,1.229,2024-07-18T13:19:12.767833Z,"['Grass', 'Soil']",Train
129,3751,10,"{""choices"":[""Clover"",""Grass""]}",2024-07-16T10:54:05.960474Z,87436,OV3XXX_4_1164_388.jpg,3.16,2024-07-16T10:54:05.960492Z,"['Clover', 'Grass']",Train
130,19063,3,"{""choices"":[""Grass"",""Soil""]}",2024-07-25T16:54:06.035963Z,20253,Bare Soil_Maxwell_26_1940_582.jpg,1.998,2024-07-25T16:54:06.035983Z,"['Grass', 'Soil']",Train
131,14192,5,"{""choices"":[""Grass"",""Soil""]}",2024-07-18T14:22:54.777399Z,19220,Bare Soil_Maxwell_15_388_388.jpg,1.338,2024-07-18T14:22:54.777418Z,"['Grass', 'Soil']",Train
132,6903,5,"{""choices"":[""Grass"",""Dung""]}",2024-07-16T20:13:53.646120Z,41395,Clover_Maxwell_258_1948_970.jpg,2.667,2024-07-16T20:13:53.646137Z,"['Grass', 'Dung']",Train
133,13555,12,Clover,2024-07-18T09:00:37.610610Z,87146,OV3XXX_0_776_1312.jpg,2.879,2024-07-18T09:00:37.610628Z,['Clover'],Val
